Comment ID,Tracking Number,Country,State or Province,Document Subtype,Received Date,Comment,URL
CDC-2026-0199-0012,mma-oynx-1w9t,,,,2026-03-03T05:00:00Z,"I am 73, a registered Republican, and I don&rsquo;t want to die sooner because Covid vaccines aren&rsquo;t avaiable. Please, there is strong science behind vaccines, and decisions about them should be made by scientists, REAL, practicing scientists who are actively working in the public health sector, not social media influencers, not people who have not finished their medical degrees, or who are not licensed physicians. <br/><br/>We depend on you to keep us safe, based on REAL science, REAL knowledge.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0012
CDC-2026-0199-0013,mma-nk3n-sjzm,,,,2026-03-03T05:00:00Z,"I am writing to advocate for reinstating approval for COVID vaccinations across ages and health conditions.<br/><br/>I have no relevant conflicts of interest.<br/><br/>We need universal access to the updated COVID vaccines for people of all ages, and regardless of medical conditions, at least once a year.<br/>COVID vaccines reduce the risk of Long COVID and severe disease for people of all ages.<br/>Vaccine recommendation frameworks must include strong ethical foundations and must make advances in disease prevention available to all.<br/>Restricting access to only some groups means that insurance is less likely to cover vaccination, and cost is likely to make vaccination inaccessible to people who want it.<br/>I was not able to get my yearly COVID vaccine last year when the recommendations became more narrow - one example of how this change can and does lead to pharmacies and doctor&rsquo;s offices inappropriately declining to administer the COVID vaccination to people who want it and would benefit.<br/><br/>Thank you for your consideration.<br/><br/>",https://api.regulations.gov/v4/comments/CDC-2026-0199-0013
CDC-2026-0199-0014,mma-mp78-vf6n,,,,2026-03-03T05:00:00Z,"Please retain the Evidence to Recommendations (EtR) Framework that applies to the work the ACIP does. Policy must be based on a structured, transparent process, and policy for vaccines and other medical breakthroughs must also be based scientific evidence. Anecdotes are not evidence; only strict scientific research should guide policy decisions that apply to science.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0014
CDC-2026-0199-0015,mma-jrb8-0soa,,,,2026-03-03T05:00:00Z,"We need universal access to the updated COVID vaccines for people of all ages, and regardless of medical conditions, at least twice a year. The COVID vaccines are the most studied in history and we know that the current options have a durability of around six months. Giving people the option to protect themselves is essential. COVID vaccines reduce the risk of Long COVID and severe disease for people of all ages.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0015
CDC-2026-0199-0016,mm9-zweg-jixf,,,,2026-03-02T05:00:00Z,We need COVID vaccines for everyone! They have saved lives!,https://api.regulations.gov/v4/comments/CDC-2026-0199-0016
CDC-2026-0199-0017,mm9-to6p-4meg,,,,2026-03-02T05:00:00Z,"These vaccines do not work to stop the spread. Vaccinated people make the majority of all metrics: infections, hospitalizations, icu admissions, and deaths. Vaccinated people exhibit negative efficacy after only 180 days. They are more likely to become infected and spread disease to other vaccinated people. Public health measures have ensured coercion and discrimination are implemented in order to increase vaccine uptake. Being told that your condition is &ldquo;rare&rdquo; is no consolation to the victims of this vaccination campaign. Children were told they could not go to school. Young and healthy people are not at risk of the disease. Coercion and discriminations are wrong, even if it increases vaccine uptake.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0017
CDC-2026-0199-0018,mm9-qfm3-6ian,,,,2026-03-02T05:00:00Z,I believe the committee needs to continue to use evidence based framework as it has in the past to make recommendations for vaccines schedules. It would be a very poor leadership decision to do anything else. ,https://api.regulations.gov/v4/comments/CDC-2026-0199-0018
CDC-2026-0199-0019,mm9-pow8-iurk,,,,2026-03-02T05:00:00Z,"Evidence-based medicine, please. ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0019
CDC-2026-0199-0020,mm9-ntk7-jihj,,,,2026-03-02T05:00:00Z,"The EtR framework exists to make the decision-making process transparent and to describe what factors are considered when making a recommendation. It&#39;s a cornerstone of evidence-based vaccine policy, and it matters.  Please avoid any alterations to this efficient and transparent system.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0020
CDC-2026-0199-0021,mm9-mqn4-x5mr,,,,2026-03-02T05:00:00Z,"There has been extensive credible documentation on the amount of Death and Injuries associated with the Covid-19 vaccines. Substantial Vaccine damage continues to cause deaths such as &quot;Turbo-cancer&quot; several years after taking the last dose.<br/>.<br/>I Strongly recommend that the CDC Advertise which of the Vaccine Batches cause the greatest number of injuries so that victims could more aggressively investigate the damage to themselves and their loved ones in order to find the best natural, gentle ways to heal before a severe health event such as Stage 4 cancer, heart attack or stroke.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0021
CDC-2026-0199-0022,mm9-nyzg-9i4g,,,,2026-03-02T05:00:00Z,"Sharing My COVID-19 Vaccine Injury Story<br/><br/>My name is Jeremy, I am 52 years old, and I experienced an adverse reaction to my COVID-19 vaccination. I received the J&amp;J shot on April 9th, 2021, lot #205A21A.<br/><br/>My life changed in that moment. My body spiraled into a horrific state, and I spent the next several years searching for answers, depleting my finances, and left with nearly nobody willing or able to help.<br/><br/>My symptoms included swollen lymph nodes, uncontrollable convulsions, autonomic dysfunction, and the constant feeling that my entire body was under siege. At the time, COVID-19 vaccination was a political hot point, and doctors were either dismissive of my symptoms or unwilling to get involved when they saw the severity of my condition. I was passed around with no real support from the medical community. My only salvation was the community of others going through similar experiences.<br/><br/>I am fortunate in that I &ldquo;only&rdquo; lost three years of my life and nearly all my savings before I began to heal. I know many others have not been so lucky.<br/><br/>The best explanation I received after my neurological tests began showing abnormalities was that my shot triggered my immune system into a hyper-aggressive state. It didn&rsquo;t know how to respond to what was introduced, and in doing so, it attacked anything it perceived as a threat, including nerve cells.<br/><br/>I initially wondered whether my reaction might have been linked to a prior COVID infection, with the shot acting as a trigger. Later, I was contacted by the Baltimore Sun regarding a J&amp;J manufacturing plant. Apparently, my lot was first sent to England but rejected due to a high percentage of adverse reactions. Instead of marking the batch as contaminated, J&amp;J renumbered it and distributed it in the U.S.<br/><br/>As unjust as my situation has been, I am sharing my story to give voice to those vaccine-injured individuals who weren&rsquo;t as fortunate. Nerve cells can heal with time, but I know many have suffered far more severe and permanent reactions. They need help and someone willing to listen.<br/><br/>Thank you for your time.<br/>Jeremy",https://api.regulations.gov/v4/comments/CDC-2026-0199-0022
CDC-2026-0199-0023,mmc-d0y9-ybvy,,,,2026-03-04T05:00:00Z,"In our sports club, a life-long health buff, never smoked, was thin, always in good health, suddenly died from lung cancer after taking repeated COVID-19 boosters. Another friend who was in remission for decades, after taking two or more mRNA COVID-19 vaccines, shocked her doctor to see that her cancer returned and spread quickly.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0023
CDC-2026-0199-0024,mmc-cqkn-u6ww,,,,2026-03-04T05:00:00Z,"After being mandated by my employer, I reluctantly took Phizer&rsquo;s COVID-19 Vaccine on September 12th, 2021 and unfortunately, that day changed my life for the worse. I have since struggled with life changing symptoms that hinder my ability to function normally and my body has still not recovered. Within an hour of receiving the vaccine I could tell something wasn&rsquo;t right and I&rsquo;ve been extremely ill since that day. This vaccine has created several conditions I did not have previous and because of those symptoms I struggle to function normally. It has hindered my ability to continue working full time and function doing normal activities. This vaccine was poison for myself and many others who are suffering without help or a cure. ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0024
CDC-2026-0199-0025,mmc-8eog-ebof,,,,2026-03-04T05:00:00Z,"Please look into Long Covid more. After getting Covid years ago I stopped being able to do anything I like and am now almost double my weight since then. The shortness of breath that started after Covid is unbearable at times. I have much to contribute but have been almost completely useless. Thankfully I&rsquo;ve got a work from home job where I can work less than part-time, don&rsquo;t know how long I&rsquo;d have lasted with a normal job.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0025
CDC-2026-0199-0026,mmc-750v-j6l1,,,,2026-03-04T05:00:00Z,Please pull the mRNA vaccines off the market. It causes blood clots. I have two male cousins that have had heart attacks. A female cousin who has had a stroke and my mother has developed blood clots in her legs which caused a heart attack. ,https://api.regulations.gov/v4/comments/CDC-2026-0199-0026
CDC-2026-0199-0027,mmc-4sev-ichm,,,,2026-03-04T05:00:00Z,"<br/>My name is Michael Piet. I am writing in response to Docket No. CDC-2026-0199.<br/>I am a person living with vaccine injury. I urge the Advisory Committee on Immunization Practices to consider patient perspectives and real-world experiences in its deliberations. Our presence here reflects lived suffering, unmet needs, and the importance of inclusive dialogue. We do exist. Please consider how policies on vaccine recommendation guidelines, post-adverse event care, and research priorities affect real people every day. <br/><br/>Contracted Guillain Barre Syndrome from Johnson &amp; Johnson Janssen Corona Wuhan vaccine 9/3/21. 3 ER visits, 9 days in hospital. STILL suffering with EXTREME neuropathy in extremities, facial paralysis. All reported to CDC/VAERS!!! I took vaccine as a means of SUPPORTING my LOVELY HARD WORKING 30 year veteran (teacher) wife (she had various harsh side effects as well that thankfully have subsided) who was MANDATED by President Joseph Robinette Biden Jr., Governor J. B. Pritzker, Mayor Lori Lightfoot being a CPS Teacher by City (Chicago)/ (Illinois) State with THREATS of teaching license to be revoked till compliance was met!<br/> <br/>READY to testify @ congressional hearings or a court of law to advocate for vaccine injured people like myself! You tell me the time/place &amp; I&rsquo;ll be there!!! <br/><br/>",https://api.regulations.gov/v4/comments/CDC-2026-0199-0027
CDC-2026-0199-0028,mmc-109q-cv2m,,,,2026-03-04T05:00:00Z,Please for the sake of children and young adults and healthy older adults&hellip;withdraw all mRNA vaccines related to Covid 19. <br/>Their harms outweigh any possible benefits.<br/>Thank you<br/>Lynne Whelden,https://api.regulations.gov/v4/comments/CDC-2026-0199-0028
CDC-2026-0199-0029,mmb-k1w5-b2pm,,,,2026-03-03T05:00:00Z,The Covid operation and response was full of anomalies and bad results. I am grateful that you are looking into this.  Please take the  mRNA vaccines off the market unless and until proven safe.  It&#39;s your duty and a legal necessity. <br/>Thank you.,https://api.regulations.gov/v4/comments/CDC-2026-0199-0029
CDC-2026-0199-0030,mmb-ixpd-nk4v,,,,2026-03-03T05:00:00Z,"If people want these &ldquo;vaccines&rdquo; let them get them, but make them pay for it on their own. I do not want my insurance premiums to pay fo these untested clot shots. ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0030
CDC-2026-0199-0031,mmb-iv3n-y811,,,,2026-03-03T05:00:00Z,"Vaccine access is not just a public health issue, it is a human rights issue. All Americans should have the ability to choose for themselves to get vaccinated with an updated COVID vaccine on a seasonal schedule. As someone who has lost family members to COVID and seen friends and family suffer from Long COVID, it is more important than ever to prevent people from getting such a deadly and dangerous virus. That starts with sound vaccination policy. No one should be forced to die or become disabled from COVID because they were denied a vaccine.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0031
CDC-2026-0199-0032,mmb-g2k4-jdpo,,,,2026-03-03T05:00:00Z,"My name is Renee S. Many people I know wee vaccine injured from CoVid shot and ultimately died suddenly - from brain trauma due to falling, turbo cancer, hospital mandated protocols of remdesivire  &amp; ventilator. This must stop! Vaccines should not injure/kill people! I urge you to stop the insanity. Thank you!",https://api.regulations.gov/v4/comments/CDC-2026-0199-0032
CDC-2026-0199-0033,mmb-c3wo-9xkw,,,,2026-03-03T05:00:00Z,"<br/>Contracted Guillain Barre Syndrome from Johnson &amp; Johnson Janssen Corona Wuhan vaccine 9/3/21. 3 ER visits, 9 days in hospital. STILL suffering with EXTREME neuropathy in extremities, facial paralysis. All reported to CDC/VAERS!!! I took vaccine as a means of SUPPORTING my LOVELY HARD WORKING 30 year veteran (teacher) wife (she had various harsh side effects as well that thankfully have subsided) who was MANDATED by President Joseph Robinette Biden Jr., Governor J. B. Pritzker, Mayor Lori Lightfoot being a CPS Teacher by City (Chicago)/ (Illinois) State with THREATS of teaching license to be revoked till compliance was met!<br/> <br/>READY to testify @ congressional hearings or a court of law to advocate for vaccine injured people like myself! You tell me the time/place &amp; I&rsquo;ll be there!!! <br/><br/>Michael Piet<br/>9536 S 88th Avenue <br/>Palos Hills, IL 60465<br/><br/>",https://api.regulations.gov/v4/comments/CDC-2026-0199-0033
CDC-2026-0199-0034,mmb-bz4l-buhw,,,,2026-03-03T05:00:00Z,"My friend was diagnosed with cardiac amyloidosis after the Covid-19 shot. This is not curable. She takes a shot that costs $122,000 every 3 months. This was avoidable. The incessant drumbeat of &quot;safe and necessary&quot; was WRONG! Never mandate shots again!",https://api.regulations.gov/v4/comments/CDC-2026-0199-0034
CDC-2026-0199-0035,mmb-b170-jht2,,,,2026-03-03T05:00:00Z,We must follow the SCIENCE and keep an evidence-based framework matters for public health.  We cannot run on conspiracies and influencer nonsense!,https://api.regulations.gov/v4/comments/CDC-2026-0199-0035
CDC-2026-0199-0036,mmb-2h6f-e7cu,,,,2026-03-03T05:00:00Z,"If ACIP is going to begin addressing vaccine injury, what is the plan to address the large backlog of cases submitted to the Countermeasures Injury Compensation Program? Claims have been pending without review for 3 or more years. ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0036
CDC-2026-0199-0037,mmb-0aiy-m9cx,,,,2026-03-03T05:00:00Z,"We need universal access to the updated COVID vaccines for people of all ages, and regardless of medical conditions, at least once a year.<br/><br/>COVID vaccines reduce the risk of Long COVID and severe disease for people of all ages.<br/><br/>Vaccine recommendation frameworks must include strong ethical foundations and must make advances in disease prevention available to all.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0037
CDC-2026-0199-0038,mma-y55v-ayhq,,,,2026-03-03T05:00:00Z,"As a retail worker, the health and safety of my coworkers and customers alike is a high priority.  Covid immunizations, and flu vaccines in general, are important to prevent &quot;super spreader&quot; locations in public spaces.  Including my store.  Please. For the health and safety of my coworkers, my customers, and all of our families, keep yearly updated Covid vaccinations for all people.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0038
CDC-2026-0199-0039,mma-wqwj-avgf,,,,2026-03-03T05:00:00Z,My husband and I had 2 vaccines.about 3 months after.1st one. Had pancreatits. He does not drink alcohol. About 1 year later<br/> He had pancreatitis again causing a 4 day admission in to the Hospital. 1st ? MD  asked how much does he drink ? Again he does not. I read some where that the vaccine can cause pacreatitis. <br/> We lived in North.Carolina at the time ,https://api.regulations.gov/v4/comments/CDC-2026-0199-0039
CDC-2026-0199-0040,mmb-9iqc-db16,,,,2026-03-03T05:00:00Z,"My name is J H.  I am writing in response to Docket No CDC-2026-0199.  I am a person living with vaccine injury.  Due to my injury I went from working 40 hours a week and living on my own, to my body only allowing me to work 24 hours per week and having to move in with my parents.<br/>I urge the Advisory Committee on Immunization Practices to consider patient perspectives and real-world experiences in its deliberations.  Our presence here reflects lived suffering, unmet needs and the very importance of inclusive dialogue.  The vaccine injured do exist.    I ask you to please consider how policies on vaccine recommendation guidelines, post-adverse event care, and research priorities affect real people every day.  Thank you for your considerations.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0040
CDC-2026-0199-0041,mmc-fjy8-lu7j,,,,2026-03-04T05:00:00Z,"My family has no history of cancer and yet my brother, who was forced to take the COVID vaccine has recently been diagnosed with stage 4 glioblastoma. Another family member was diagnosed with CLL, in addition to two other people I know. Third, a friend who was forced to take the vaccine died from an aggressive cancer. This must STOP!",https://api.regulations.gov/v4/comments/CDC-2026-0199-0041
